Arbitrage Opportunity: Chain = [('ETHTRY', 'sell'), ('ARBTRY', 'buy'), ('ARBETH', 'sell')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('CTKBNB', 'buy'), ('CTKUSDT', 'sell'), ('BNBUSDT', 'buy')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('QTUMBTC', 'sell'), ('BTCTRY', 'sell'), ('QTUMTRY', 'buy')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('QTUMUSDT', 'sell'), ('USDTTRY', 'sell'), ('QTUMTRY', 'buy')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('QTUMETH', 'sell'), ('ETHTRY', 'sell'), ('QTUMTRY', 'buy')], Profit Ratio = 1.0057
Arbitrage Opportunity: Chain = [('QTUMETH', 'sell'), ('ETHUSDT', 'sell'), ('QTUMUSDT', 'buy')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('QTUMETH', 'sell'), ('ETHBTC', 'sell'), ('QTUMBTC', 'buy')], Profit Ratio = 1.0031
Arbitrage Opportunity: Chain = [('SNTUSDT', 'sell'), ('BTCUSDT', 'buy'), ('SNTBTC', 'buy')], Profit Ratio = 1.0068
Arbitrage Opportunity: Chain = [('SNTUSDT', 'sell'), ('ETHUSDT', 'buy'), ('SNTETH', 'buy')], Profit Ratio = 1.0076
Arbitrage Opportunity: Chain = [('GASBTC', 'sell'), ('BTCTRY', 'sell'), ('GASTRY', 'buy')], Profit Ratio = 1.0031
Arbitrage Opportunity: Chain = [('GASUSDT', 'sell'), ('USDTTRY', 'sell'), ('GASTRY', 'buy')], Profit Ratio = 1.0042
Arbitrage Opportunity: Chain = [('TRXUSDT', 'buy'), ('TRXBNB', 'sell'), ('BNBUSDT', 'sell')], Profit Ratio = 1.0021
Arbitrage Opportunity: Chain = [('LAYERUSDT', 'buy'), ('LAYERBNB', 'sell'), ('BNBUSDT', 'sell')], Profit Ratio = 1.0033
Arbitrage Opportunity: Chain = [('LAYERUSDT', 'buy'), ('LAYERFDUSD', 'sell'), ('FDUSDUSDT', 'sell')], Profit Ratio = 1.0069
Arbitrage Opportunity: Chain = [('USDTUAH', 'sell'), ('BTCUAH', 'buy'), ('BTCUSDT', 'sell')], Profit Ratio = 1.0039
Arbitrage Opportunity: Chain = [('BTTCUSDT', 'buy'), ('BTTCTRY', 'sell'), ('USDTTRY', 'buy')], Profit Ratio = 1.0077
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('SHELLBTC', 'buy'), ('SHELLUSDT', 'sell')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('PYTHBTC', 'buy'), ('PYTHUSDT', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('ADXBTC', 'buy'), ('ADXUSDT', 'sell')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('BLURBTC', 'buy'), ('BLURUSDT', 'sell')], Profit Ratio = 1.0043
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('EIGENBTC', 'buy'), ('EIGENUSDT', 'sell')], Profit Ratio = 1.0117
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('VIDTBTC', 'buy'), ('VIDTUSDT', 'sell')], Profit Ratio = 1.0107
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('LPTBTC', 'buy'), ('LPTUSDT', 'sell')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('SNTBTC', 'buy'), ('SNTUSDT', 'sell')], Profit Ratio = 1.0068
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('SBTC', 'buy'), ('SUSDT', 'sell')], Profit Ratio = 1.0039
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('JSTBTC', 'buy'), ('JSTUSDT', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('SLFBTC', 'buy'), ('SLFUSDT', 'sell')], Profit Ratio = 1.0048
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('WBTC', 'buy'), ('WUSDT', 'sell')], Profit Ratio = 1.0064
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('GALABTC', 'buy'), ('GALAUSDT', 'sell')], Profit Ratio = 1.0055
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('PIVXBTC', 'buy'), ('PIVXUSDT', 'sell')], Profit Ratio = 1.0044
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('OPBTC', 'buy'), ('OPUSDT', 'sell')], Profit Ratio = 1.0051
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('NKNBTC', 'buy'), ('NKNUSDT', 'sell')], Profit Ratio = 1.0134
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('ILVBTC', 'buy'), ('ILVUSDT', 'sell')], Profit Ratio = 1.0151
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('ATABTC', 'buy'), ('ATAUSDT', 'sell')], Profit Ratio = 1.0033
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('ACHBTC', 'buy'), ('ACHUSDT', 'sell')], Profit Ratio = 1.0116
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('DOGEBTC', 'buy'), ('DOGEUSDT', 'sell')], Profit Ratio = 1.0038
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('DATABTC', 'buy'), ('DATAUSDT', 'sell')], Profit Ratio = 1.0046
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('SANDBTC', 'buy'), ('SANDUSDT', 'sell')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('1INCHBTC', 'buy'), ('1INCHUSDT', 'sell')], Profit Ratio = 1.0030
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('DODOBTC', 'buy'), ('DODOUSDT', 'sell')], Profit Ratio = 1.0084
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('MAVBTC', 'buy'), ('MAVUSDT', 'sell')], Profit Ratio = 1.0100
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('LSKBTC', 'buy'), ('LSKUSDT', 'sell')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('POWRBTC', 'buy'), ('POWRUSDT', 'sell')], Profit Ratio = 1.0042
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('CYBERBTC', 'buy'), ('CYBERUSDT', 'sell')], Profit Ratio = 1.0040
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('DIABTC', 'buy'), ('DIAUSDT', 'sell')], Profit Ratio = 1.0098
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('EGLDBTC', 'buy'), ('EGLDUSDT', 'sell')], Profit Ratio = 1.0025
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('STXBTC', 'buy'), ('STXUSDT', 'sell')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('PONDBTC', 'buy'), ('PONDUSDT', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('BANDBTC', 'buy'), ('BANDUSDT', 'sell')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('AGLDBTC', 'buy'), ('AGLDUSDT', 'sell')], Profit Ratio = 1.0029
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('OMNIBTC', 'buy'), ('OMNIUSDT', 'sell')], Profit Ratio = 1.0033
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('CRVBTC', 'buy'), ('CRVUSDT', 'sell')], Profit Ratio = 1.0059
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('ENSBTC', 'buy'), ('ENSUSDT', 'sell')], Profit Ratio = 1.0050
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('ALGOBTC', 'buy'), ('ALGOUSDT', 'sell')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('COTIBTC', 'buy'), ('COTIUSDT', 'sell')], Profit Ratio = 1.0041
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('FILBTC', 'buy'), ('FILUSDT', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('RVNBTC', 'buy'), ('RVNUSDT', 'sell')], Profit Ratio = 1.0814
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('IOBTC', 'buy'), ('IOUSDT', 'sell')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('ORDIBTC', 'buy'), ('ORDIUSDT', 'sell')], Profit Ratio = 1.0040
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('OXTBTC', 'buy'), ('OXTUSDT', 'sell')], Profit Ratio = 1.0079
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('ZRXBTC', 'buy'), ('ZRXUSDT', 'sell')], Profit Ratio = 1.0023
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('MINABTC', 'buy'), ('MINAUSDT', 'sell')], Profit Ratio = 1.0051
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('SYSBTC', 'buy'), ('SYSUSDT', 'sell')], Profit Ratio = 1.0249
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('YGGBTC', 'buy'), ('YGGUSDT', 'sell')], Profit Ratio = 1.0021
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('BTCRON', 'sell'), ('USDTRON', 'buy')], Profit Ratio = 1.0071
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('ANKRBTC', 'buy'), ('ANKRUSDT', 'sell')], Profit Ratio = 1.0171
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('STPTBTC', 'buy'), ('STPTUSDT', 'sell')], Profit Ratio = 1.0138
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('LDOBTC', 'buy'), ('LDOUSDT', 'sell')], Profit Ratio = 1.0039
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('MOVEBTC', 'buy'), ('MOVEUSDT', 'sell')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('VANRYBTC', 'buy'), ('VANRYUSDT', 'sell')], Profit Ratio = 1.0081
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('ONEBTC', 'buy'), ('ONEUSDT', 'sell')], Profit Ratio = 1.0494
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('SNXBTC', 'buy'), ('SNXUSDT', 'sell')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('NULSBTC', 'buy'), ('NULSUSDT', 'sell')], Profit Ratio = 1.0021
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('VETBTC', 'buy'), ('VETUSDT', 'sell')], Profit Ratio = 1.0263
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('RLCBTC', 'buy'), ('RLCUSDT', 'sell')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('GRTBTC', 'buy'), ('GRTUSDT', 'sell')], Profit Ratio = 1.0034
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('THEBTC', 'buy'), ('THEUSDT', 'sell')], Profit Ratio = 1.0080
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('AEVOBTC', 'buy'), ('AEVOUSDT', 'sell')], Profit Ratio = 1.0033
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('TRBBTC', 'buy'), ('TRBUSDT', 'sell')], Profit Ratio = 1.0090
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('ICXBTC', 'buy'), ('ICXUSDT', 'sell')], Profit Ratio = 1.0021
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('TRUBTC', 'buy'), ('TRUUSDT', 'sell')], Profit Ratio = 1.0180
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('FLMBTC', 'buy'), ('FLMUSDT', 'sell')], Profit Ratio = 1.0156
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('WAXPBTC', 'buy'), ('WAXPUSDT', 'sell')], Profit Ratio = 1.0093
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('AIBTC', 'buy'), ('AIUSDT', 'sell')], Profit Ratio = 1.0086
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('PNUTBTC', 'buy'), ('PNUTUSDT', 'sell')], Profit Ratio = 1.0029
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('POLYXBTC', 'buy'), ('POLYXUSDT', 'sell')], Profit Ratio = 1.0043
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('BICOBTC', 'buy'), ('BICOUSDT', 'sell')], Profit Ratio = 1.0056
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('BCHBTC', 'buy'), ('BCHUSDT', 'sell')], Profit Ratio = 1.0024
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('FLUXBTC', 'buy'), ('FLUXUSDT', 'sell')], Profit Ratio = 1.0068
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('ENABTC', 'buy'), ('ENAUSDT', 'sell')], Profit Ratio = 1.0077
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('ZILBTC', 'buy'), ('ZILUSDT', 'sell')], Profit Ratio = 1.0170
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('CELOBTC', 'buy'), ('CELOUSDT', 'sell')], Profit Ratio = 1.0044
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('ZKBTC', 'buy'), ('ZKUSDT', 'sell')], Profit Ratio = 1.0063
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('AVABTC', 'buy'), ('AVAUSDT', 'sell')], Profit Ratio = 1.0056
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('SAGABTC', 'buy'), ('SAGAUSDT', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('ZENBTC', 'buy'), ('ZENUSDT', 'sell')], Profit Ratio = 1.0045
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('CELRBTC', 'buy'), ('CELRUSDT', 'sell')], Profit Ratio = 1.0397
Arbitrage Opportunity: Chain = [('BTCUSDT', 'buy'), ('USUALBTC', 'buy'), ('USUALUSDT', 'sell')], Profit Ratio = 1.0068
Arbitrage Opportunity: Chain = [('HMSTRUSDT', 'buy'), ('HMSTRFDUSD', 'sell'), ('FDUSDUSDT', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('LINKUSDT', 'buy'), ('LINKTRY', 'sell'), ('USDTTRY', 'buy')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('LTOUSDT', 'buy'), ('LTOBTC', 'sell'), ('BTCUSDT', 'sell')], Profit Ratio = 1.0098
Arbitrage Opportunity: Chain = [('ETHUSDT', 'buy'), ('GRTETH', 'buy'), ('GRTUSDT', 'sell')], Profit Ratio = 1.0029
Arbitrage Opportunity: Chain = [('ETHUSDT', 'buy'), ('ZECETH', 'buy'), ('ZECUSDT', 'sell')], Profit Ratio = 1.0039
Arbitrage Opportunity: Chain = [('ETHUSDT', 'buy'), ('HOTETH', 'buy'), ('HOTUSDT', 'sell')], Profit Ratio = 1.0109
Arbitrage Opportunity: Chain = [('ETHUSDT', 'buy'), ('DENTETH', 'buy'), ('DENTUSDT', 'sell')], Profit Ratio = 1.0074
Arbitrage Opportunity: Chain = [('ETHUSDT', 'buy'), ('SLPETH', 'buy'), ('SLPUSDT', 'sell')], Profit Ratio = 1.0113
Arbitrage Opportunity: Chain = [('ETHUSDT', 'buy'), ('SNTETH', 'buy'), ('SNTUSDT', 'sell')], Profit Ratio = 1.0076
Arbitrage Opportunity: Chain = [('ETHUSDT', 'buy'), ('POWRETH', 'buy'), ('POWRUSDT', 'sell')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('ETHUSDT', 'buy'), ('CYBERETH', 'buy'), ('CYBERUSDT', 'sell')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('ETHUSDT', 'buy'), ('SCETH', 'buy'), ('SCUSDT', 'sell')], Profit Ratio = 1.0034
Arbitrage Opportunity: Chain = [('ETHUSDT', 'buy'), ('SSVETH', 'buy'), ('SSVUSDT', 'sell')], Profit Ratio = 1.0086
Arbitrage Opportunity: Chain = [('ETHUSDT', 'buy'), ('ZILETH', 'buy'), ('ZILUSDT', 'sell')], Profit Ratio = 1.0054
Arbitrage Opportunity: Chain = [('ETHUSDT', 'buy'), ('GALAETH', 'buy'), ('GALAUSDT', 'sell')], Profit Ratio = 1.0039
Arbitrage Opportunity: Chain = [('PERPUSDT', 'buy'), ('PERPBTC', 'sell'), ('BTCUSDT', 'sell')], Profit Ratio = 1.1278
Arbitrage Opportunity: Chain = [('CFXUSDT', 'buy'), ('CFXBTC', 'sell'), ('BTCUSDT', 'sell')], Profit Ratio = 1.0043
Arbitrage Opportunity: Chain = [('GALAUSDT', 'buy'), ('GALABNB', 'sell'), ('BNBUSDT', 'sell')], Profit Ratio = 1.1182
Arbitrage Opportunity: Chain = [('RAREUSDT', 'buy'), ('RAREBTC', 'sell'), ('BTCUSDT', 'sell')], Profit Ratio = 1.0090
Arbitrage Opportunity: Chain = [('ALICEUSDT', 'buy'), ('ALICEBTC', 'sell'), ('BTCUSDT', 'sell')], Profit Ratio = 1.2602
Arbitrage Opportunity: Chain = [('ALTUSDT', 'buy'), ('ALTBTC', 'sell'), ('BTCUSDT', 'sell')], Profit Ratio = 1.0053
Arbitrage Opportunity: Chain = [('ARDRUSDT', 'buy'), ('ARDRBTC', 'sell'), ('BTCUSDT', 'sell')], Profit Ratio = 1.0025
Arbitrage Opportunity: Chain = [('TURBOUSDT', 'buy'), ('TURBOFDUSD', 'sell'), ('FDUSDUSDT', 'sell')], Profit Ratio = 1.2240
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('ARKTRY', 'buy'), ('ARKUSDT', 'sell')], Profit Ratio = 1.0066
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('BMTTRY', 'buy'), ('BMTUSDT', 'sell')], Profit Ratio = 1.0046
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('SHELLTRY', 'buy'), ('SHELLUSDT', 'sell')], Profit Ratio = 1.0023
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('TAOTRY', 'buy'), ('TAOUSDT', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('ARBTRY', 'buy'), ('ARBUSDT', 'sell')], Profit Ratio = 1.0046
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('JUVTRY', 'buy'), ('JUVUSDT', 'sell')], Profit Ratio = 1.0025
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('BNXTRY', 'buy'), ('BNXUSDT', 'sell')], Profit Ratio = 1.0380
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('ACXTRY', 'buy'), ('ACXUSDT', 'sell')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('BANANATRY', 'buy'), ('BANANAUSDT', 'sell')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('SUSHITRY', 'buy'), ('SUSHIUSDT', 'sell')], Profit Ratio = 1.0059
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('DOTTRY', 'buy'), ('DOTUSDT', 'sell')], Profit Ratio = 1.0041
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('ARTRY', 'buy'), ('ARUSDT', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('PYTHTRY', 'buy'), ('PYTHUSDT', 'sell')], Profit Ratio = 1.0125
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('XVGTRY', 'buy'), ('XVGUSDT', 'sell')], Profit Ratio = 1.0068
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('UMATRY', 'buy'), ('UMAUSDT', 'sell')], Profit Ratio = 1.0091
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('METISTRY', 'buy'), ('METISUSDT', 'sell')], Profit Ratio = 1.0129
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('ACETRY', 'buy'), ('ACEUSDT', 'sell')], Profit Ratio = 1.0104
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('ETCTRY', 'buy'), ('ETCUSDT', 'sell')], Profit Ratio = 1.0046
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('MAVTRY', 'buy'), ('MAVUSDT', 'sell')], Profit Ratio = 1.0035
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('MOVRTRY', 'buy'), ('MOVRUSDT', 'sell')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('TRBTRY', 'buy'), ('TRBUSDT', 'sell')], Profit Ratio = 1.0042
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('HIGHTRY', 'buy'), ('HIGHUSDT', 'sell')], Profit Ratio = 1.0025
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('BOMETRY', 'buy'), ('BOMEUSDT', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('CKBTRY', 'buy'), ('CKBUSDT', 'sell')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('RVNTRY', 'buy'), ('RVNUSDT', 'sell')], Profit Ratio = 1.0021
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('LPTTRY', 'buy'), ('LPTUSDT', 'sell')], Profit Ratio = 1.0145
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('SEITRY', 'buy'), ('SEIUSDT', 'sell')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('QTUMTRY', 'buy'), ('QTUMUSDT', 'sell')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('YGGTRY', 'buy'), ('YGGUSDT', 'sell')], Profit Ratio = 1.0078
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('PEOPLETRY', 'buy'), ('PEOPLEUSDT', 'sell')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('1000CATTRY', 'buy'), ('1000CATUSDT', 'sell')], Profit Ratio = 1.0027
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('GASTRY', 'buy'), ('GASUSDT', 'sell')], Profit Ratio = 1.0042
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('NTRNTRY', 'buy'), ('NTRNUSDT', 'sell')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('RENDERTRY', 'buy'), ('RENDERUSDT', 'sell')], Profit Ratio = 1.0059
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('EGLDTRY', 'buy'), ('EGLDUSDT', 'sell')], Profit Ratio = 1.0034
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('IOTATRY', 'buy'), ('IOTAUSDT', 'sell')], Profit Ratio = 1.0100
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('EDUTRY', 'buy'), ('EDUUSDT', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('XAITRY', 'buy'), ('XAIUSDT', 'sell')], Profit Ratio = 1.0042
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('POLYXTRY', 'buy'), ('POLYXUSDT', 'sell')], Profit Ratio = 1.0054
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('COWTRY', 'buy'), ('COWUSDT', 'sell')], Profit Ratio = 1.0021
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('STXTRY', 'buy'), ('STXUSDT', 'sell')], Profit Ratio = 1.0035
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('STRKTRY', 'buy'), ('STRKUSDT', 'sell')], Profit Ratio = 1.0070
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('PHBTRY', 'buy'), ('PHBUSDT', 'sell')], Profit Ratio = 1.0075
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('BCHTRY', 'buy'), ('BCHUSDT', 'sell')], Profit Ratio = 1.0056
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('VANRYTRY', 'buy'), ('VANRYUSDT', 'sell')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('ONETRY', 'buy'), ('ONEUSDT', 'sell')], Profit Ratio = 1.0023
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('KAITOTRY', 'buy'), ('KAITOUSDT', 'sell')], Profit Ratio = 1.0023
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('CELOTRY', 'buy'), ('CELOUSDT', 'sell')], Profit Ratio = 1.0087
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('AIXBTTRY', 'buy'), ('AIXBTUSDT', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('ALICETRY', 'buy'), ('ALICEUSDT', 'sell')], Profit Ratio = 1.0058
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('TWTTRY', 'buy'), ('TWTUSDT', 'sell')], Profit Ratio = 1.0059
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('STORJTRY', 'buy'), ('STORJUSDT', 'sell')], Profit Ratio = 1.0101
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('ZKTRY', 'buy'), ('ZKUSDT', 'sell')], Profit Ratio = 1.0034
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('RDNTTRY', 'buy'), ('RDNTUSDT', 'sell')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('RADTRY', 'buy'), ('RADUSDT', 'sell')], Profit Ratio = 1.0035
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('VETTRY', 'buy'), ('VETUSDT', 'sell')], Profit Ratio = 1.0041
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('DYDXTRY', 'buy'), ('DYDXUSDT', 'sell')], Profit Ratio = 1.0106
Arbitrage Opportunity: Chain = [('USDTTRY', 'sell'), ('OMNITRY', 'buy'), ('OMNIUSDT', 'sell')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('ZROUSDT', 'buy'), ('ZROBTC', 'sell'), ('BTCUSDT', 'sell')], Profit Ratio = 1.0021
Arbitrage Opportunity: Chain = [('KAVAUSDT', 'buy'), ('KAVABTC', 'sell'), ('BTCUSDT', 'sell')], Profit Ratio = 1.0024
Arbitrage Opportunity: Chain = [('WANUSDT', 'buy'), ('WANBTC', 'sell'), ('BTCUSDT', 'sell')], Profit Ratio = 1.0091
